,movie,actor,type,role
418,T:Nine 1/2 Weeks,Roderick Cook,\Und,R:critic
419,T:Nine 1/2 Weeks,David Margulin,\Und,R:distinguished artist
420,T:Nine 1/2 Weeks,Cyntia Cruz,\Und,R:whore
421,T:Nine 1/2 Weeks,Raynor Scheine,\Und,R:spaced-out flower delivery boy
422,T:Nine 1/2 Weeks,Olek Krup,\Und,"R:ex-husband, takes up with friend"
423,T:Nine 1/2 Weeks,Dwight West,\Und,RU:
424,T:Flashdance,Jennifer Beale,\Und,"R:welder, dancer"
425,T:Flashdance,Michael Nouri,\Und,RU:
426,T:Flashdance,Lilia Skala,\Und,RU:
427,T:Flashdance,Sunny Johnson,\Und,RU:
428,T:Flashdance,Kyle T. Hefner,\Und,RU:
429,T:Flashdance,Belinda Bauer,\Und,RU:
430,T:Flashdance,Irine Cara,\Und,R:singer
431,T:Fatal Attraction,Michael Douglas,\Und,"R:married lawyer, scared, overwhelmed"
432,T:Fatal Attraction,Glenn Close,\Und\Vmp,"R:determined vamp, book editor"
433,T:Fatal Attraction,Anne Archer,\Und,R:beautiful homebody wife
434,T:Fatal Attraction,Ellen Hamilton Latzen,\Und,R:daughter
435,T:Fatal Attraction,Stuart Pankin,\Und,R:clowning pal
436,T:Jacob's Ladder,Tim Robbins,\Und,R:psychotic veteran
437,T:Jacob's Ladder,Elizabeth Pena,\Und,R:girlfriend
438,T:Jacob's Ladder,Danny Aiello,\Und,R:chiropractor
439,T:Jacob's Ladder,Patricia Kalember,\Und,RU:
440,T:Indecent Proposal,Woody Harrison,\Vic,"R:overextended architect, husband ""David Murphy"""
441,T:Indecent Proposal,Demi Moore,\Lov,"R:beautiful wife, agrees ""Diane Murphy"""
442,T:Indecent Proposal,Robert Redford,\Vil,"R:billionaire, desires Diane, proposes 1MDoll for a night, keeps pursuing Diane ""John Gage"""
443,T:Indecent Proposal,Tommy Rile,\Sdk,"R:billionaire's driver ""Shakleford"""
444,T:Indecent Proposal,Oliver Platt,\Sdk,R:architect's money-conscious lawyer
445,T:Lolita,Jeremy Irons,\Und,"R:pedophile stepfather ""Humbert Humbert"""
446,T:Lolita,Dominique Swain,\Lov,"R:sexy teen ""Lolita"""
447,T:Lolita,Melanie Griffith,\Und,"R:annoying mother, dies ""Charlotte Haze'"
448,T:Lolita,Frank Langella,\Und,"R:sinistelures Loolita away, chased, ""Clare Quilty"""
449,T:Lolita,Ben Silverstone,\Und,"R:young Humbert ""Humbert"""
450,T:Lolita,Emma GriffithsMalin,\Und,"R:young love, dies ""Annabel Leigh"""
451,T:Lolita,Suzanne Shepherd,\Und,R:Miss Pratt
452,T:The Love-Ins,Richard Todd,\Und,"R:hippie professor ""Timothy Leary, assassinated"""
453,T:The Love-Ins,Susan Oliver,\Und,"R:trips, gets pregnant, abandoned"
454,T:The Love-Ins,James MacArthur,\Und,"R:ex-boyfriend, publisher, revenges"
455,T:The Love-Ins,Joe Pyne,\Und,"R:show host ""Joe Pyne"""
456,T:The Love-Ins,Mark Goddard,\Und,RU:
457,T:The Love-Ins,The Chocolate Watchband,\Grp,RU:
458,T:The Love-Ins,New Age,\Grp,RU:
459,T:Dark Waters,Merle Oberon,\Und,RU:
460,T:Dark Waters,Franchot Tone,\Und,RU:
461,T:Dark Waters,Elisha Cook~jr.,\Und,RU:
462,T:Ramrod,Veronica Lake,\Und,R:predatory lady rancher
463,T:Ramrod,Joel McCrae,\Und,R:tough foreman
464,T:Ramrod,Preston Foster,\Und,RU:
465,T:Ramrod,Charles Ruggles,\Und,RU:
466,T:Ramrod,Donald Crisp,\Und,RU:
467,T:Ramrod,Arleen Wheelan,\Und,RU:
468,T:Ramrod,Lloyd Bridges,\Und,RU:
469,Vincent Price,\Und,"R:scarred museum owner, sculptor",|
470,T:House of Wax,Frank Lovejoy,\Und,RU:
471,T:House of Wax,Phyllis Kirk,\Und,R:tourist
472,T:House of Wax,Charles Buchinsky,\Und,RU:
473,T:House of Wax,Carolyn Jones,\Und,RU:
474,T:Above the Law,Stephen Seagal,\Und,R:tough cop
475,T:Code of Silence,Chuck Norris,\Und,RU:
476,T:The Package,Tommy Lee Jones,\Und,RU:
477,T:Under Siege,Stephen Seagal,\Und,R:embittered commander
478,T:Under Siege,Tommy Lee Jones,\Und,"RZ:renegade CIA agent, takes over battleship ""Strannix"""
479,T:The Fugitive,Jeroen Krabbe,\Vil,"R:one-armed murderer ""Charles Nichols"""
480,T:The Fugitive,Julianne Moore,\Und,RU:
481,T:A Perfect Murder,Michael Douglas,\Sus,"R:revenging husband ""Steve Tayylor"""
482,T:A Perfect Murder,Gwyneth Paltrow,\Vic,"R:glamorous, straying rich wife ""Emily"""
483,T:A Perfect Murder,Viggo Mortensen,\Und,"R:hitman, lover ""David Shaw"""
484,T:A Perfect Murder,David Suchet,\Agt,R:detective
485,T:A Perfect Murder,Sarita Choudhury,\Und,R:Emily's friend
486,T:Maiden and Men,Pauline Bush,\Und,RU:
487,T:Their Hero Son,J.Warren Kerrigan,\Und,RZ:no-good son
488,T:Their Hero Son,Jack Richardson,\Und,RZ:thoughtful cowboy
489,T:Their Hero Son,George Periolat,\Und,RU:
490,T:Robin Hood,Douglas Fairbanks,\Her,"R:hero ""Robin Hood"""
491,T:Robin Hood,Wallace Beery,\Rul,"R:king ""Richard the Lionhearted"""
492,T:Robin Hood,s a,\Agn,R:sheriff of Nottingham
493,T:Robin Hood,s a,\Vil,"R:evil prince ""John"""
494,T:Robin Hood,Alan Hale,\Sdk,"R:rogue ""Little John"""
495,T:Robin Hood,Enid Bennett,\Und,"R:maid ""Marian"""
496,TZ:The Iron Mask,Douglas Fairbanks~sr,\Und,"R:prince, prisoner"
497,T:The Iron Mask,Walter Abel,\Und,R:D'Artagan
498,T:The Iron Mask,Margot Grahame,\Und,R:Milady
499,T:The Iron Mask,Miles Mander,\Rul,R:king
500,T:Manhandled,Gloria Swanson,\Und,RU:
501,T:Manhandled,Tom Moore,\Und,R:inventor boyfriend
502,T:Manhandled,Frank Morgan,\Und,R:rich couturier
503,T:Manhandled,Lilyan Tashman,\Und,RU:
504,T:Manhandled,Ian Keith,\Und,RU:
505,T:Manhandled,Paul McAllister,\Und,RU:
506,T:Manhandled,Arthur Houseman,\Und,RU:
507,T:Manhandled,Ann Penningtin,\Und,RU:
508,T:Heidi,Shirley Temple,\Und,R:orphan
509,T:Heidi,Jean Hersholt,\Und,RU:
510,T:Heidi,Arthur Treacher,\Und,R:crusty grandfather
511,T:Heidi,Helen Westley,\Und,RU:
512,T:Heidi,Pauline Moore,\Und,RU:
513,T:Heidi,Mary Nash,\Und,RU:
514,T:Heidi,Thomas beck,\Und,RU:
515,T:Heidi,Sidney Blackmer,\Und,RU:
516,T:Heidi,Mady Christians,\Und,RU:
517,T:Heidi,Sig Rumann,\Und,RU:
518,T:Heidi,Marcia Mae,\Und,RU:
519,T:Heidi,Christian Rub,\Und,RU:
520,T:Rebecca of Sunnybrook Farm,Shirley Temple,\Und,R:child radio singer
521,T:Rebecca of Sunnybrook Farm,Randolph Scott,\Und,RU:
522,T:Rebecca of Sunnybrook Farm,Jack Haley,\Und,RU:
523,T:Rebecca of Sunnybrook Farm,Gloria Stuart,\Und,R:farming aunt
524,T:Rebecca of Sunnybrook Farm,Phyllis Brooks,\Und,RU:
525,T:Rebecca of Sunnybrook Farm,Helen Westlet,\Und,RU:
526,T:Rebecca of Sunnybrook Farm,Slim Summerville,\Und,RU:
527,T:Rebecca of Sunnybrook Farm,Bojangles Robinson,\Und,RU:
528,T:Suez,Tyrone Power,\Und,R:canal builder
529,T:Suez,Annabelle,\Und,R:empress
530,T:Suez,Loretta Young,\Und,RU:
531,T:Suez,J. Edward Bromberg,\Und,RU:
532,T:Suez,Joseph Schildkraut,\Und,RU:
533,T:Suez,Henry Stephenson,\Und,RU:
534,T:Suez,Sidney Blackmer,\Und,RU:
535,T:Suez,Maurice Moscovitch,\Und,RU:
536,T:Suez,Sig Rumann,\Und,RU:
537,T:Suez,Nigel Bruce,\Und,RU:
538,T:Suez,Miles Mander,\Und,RU:
539,T:Suez,George Zucco,\Und,RU:
540,T:Suez,Leon Ames,\Und,RU:
541,T:Suez,Rafaela Ottiano,\Und,RU:
542,T:Suez,Brandon Hurst,\Und,"R:composer ""Liszt"""
543,T:The Three Musketeers,Don Ameche,\Und,"R:D'Artagan, sings"
544,T:The Three Musketeers,The Ritz~Brothers,\Und,"R:fake fighters, sing"
545,T:The Three Musketeers,Binnie Barnes,\Und,"R:girl ""Lady DeWinter"""
546,T:The Three Musketeers,Joseph Schildkraut,\Und,RU:
547,T:The Three Musketeers,Lionel Atwill,\Und,RU:
548,T:The Three Musketeers,Gloria Stuart,\Und,R:Milady
549,T:The Three Musketeers,Miles Mander,\Rul,R:king
550,T:Around the World,Kay Kyser,\Und,R:band leader
551,T:Around the World,Ish Kabibble,\Und,RU:
552,T:Around the World,Ginny Simms,\Und,RU:
553,T:Around the World,Joan Davis,\Und,RU:
554,T:Around the World,Mischa Auer,\Und,RU:
555,T:Sands of Iwo Jima,John Wayne,\Und,"R:sergeant ""Stryker"""
556,T:Sands of Iwo Jima,John Agar,\Und,"R:marine, raises flag"
557,T:Sands of Iwo Jima,Forrest Tucker,\Und,"R:private, raises flag"
558,T:Sands of Iwo Jima,Artur Franz,\Und,"R:corporal, raises flag"
559,T:Sands of Iwo Jima,Julie Bishop,\Und,R:prostitute
560,T:Sands of Iwo Jima,Wally Cassell,\Und,RU:
561,TZ:Sands of Iwo Jima,Richard Jaecker,\Und,RU:
562,T:Sands of Iwo Jima,Richard Webb,\Und,RU:
563,T:Cattle Queen of Montana,Barbara Stanwyk,\Her,R:heroic ranch owner
564,T:Cattle Queen of Montana,Ronald Reagan,\Agn,R:undercover govermant agent
565,T:Cattle Queen of Montana,Gene Evans,\Und,RU:
566,T:Cattle Queen of Montana,Lance Fuller,\Und,RU:
567,T:Cattle Queen of Montana,Anthony Caruso,\Und,RU:
568,T:Cattle Queen of Montana,Jack Elam,\Und,RU:
569,T:Passion,Cornel Wilde,\Und,R:revenging Mexican cowboy
570,T:Passion,Yvonne deCarlo,\Und,"R:wife, murdered"
571,T:Passion,Yvonne deCarlo,\Und,R:younger sister of wife
572,T:Passion,Raymond Burr,\Und,RU:
573,T:Passion,Lon Chaney~jr,\Und,RU:
574,T:Passion,Rodolfo Acosta,\Und,RU:
575,T:Passion,John Qualen,\Und,RU:
576,T:Passion,Anthony Caruso,\Und,R:terrorist
577,T:Passion,Frank deKova,\Und,RU:
578,T:Tennessee's Partner,John Payne,\Und,R:gambler
579,T:Tennessee's Partner,Ronald Reagan,\Und,R:shooting cowboy
580,T:Tennessee's Partner,Coleen Gray,\Und,R:golddigger
581,T:Tennessee's Partner,Rhonda Fleming,\Und,"R:night-club owner, marries gambler"
582,T:Tennessee's Partner,Anthony caruso,\Und,RU:
583,T:Tennessee's Partner,Morris Ankrum,\Und,RU:
584,T:Tennessee's Partner,Leo Gordon,\Und,RU:
585,T:Tennessee's Partner,Myron Healey,\Und,RU:
586,T:Tennessee's Partner,Joe Devlin,\Und,RU:
587,T:Tennessee's Partner,John Mansfield,\Und,RU:
588,T:Pearl of the South Pacific,Virginia Mayo,\Und,"R:thief, disguised as missionary, stays"
589,T:Pearl of the South Pacific,Dennis Morgan,\Und,"R:thief, converts, stayssr"
590,T:Pearl of the South Pacific,David Farrar,\Und,"R:thief, killed"
591,T:Pearl of the South Pacific,Murvyn Vye,\Und,R:native chief
592,T:Pearl of the South Pacific,Lance Fuller,\Und,RU:
593,T:Pearl of the South Pacific,Basil Ruysdael,\Und,RU:
594,T:Pearl of the South Pacific,Lisa Montell,\Und,R:jealous native girl
595,T:Slightly Scarlet,Arlene Dahl,\Und,R:ex-con sister
596,T:Slightly Scarlet,Rhonda Fleming,\Und,R:dynamic sister
597,T:Slightly Scarlet,John Payne,\Und,R:corrupt mayor
598,T:Slightly Scarlet,Kent Taylor,\Und,R:lover of both sisters
599,T:De Man Die Zijn Haar Kort Liet Knippen,Senne Roufaer,\Psy,"R:teacher, falls for student, fantasizes her confession of a wanton life to Govert, shoots at her, committed ""Govert Miereveld"""
600,T:De Man Die Zijn Haar Kort Liet Knippen,Beata Tyskiewicz,\Und,"R:student, becomes actress, seen later on TV ""Frannny Veen"""
601,T:De Man Die Zijn Haar Kort Liet Knippen,Luc Phillips,\Und,RZ:talkative barber
602,T:De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,"R:previous teacher, Fran's lover ""Rechter"""
603,T:De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,R:coroner
604,T:De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,R:coroner's assistent
605,T:De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,"R:Govert's patient wife ""Corra"""
606,T:De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,"R:Govert's daughter ""Cathy"""
607,T:De Man Die Zijn Haar Kort Liet Knippen,Arletta Emery,\Und,RZ:stiff school secretary
608,"T:Un Soir, Un Train",Ives Montand,\Und,"R:Flemish academic, leaves train, enters sureal world ""Mathias"""
609,"T:Un Soir, Un Train",Anouk Aimee,\Und,"R:costume designer, live-in love, estranged, killed in train wreck ""Anne"""
610,T:Rendevous at Bray,Mathieu Carriere,\Und,"R:pianist, invited by Jaques ""Julien"""
611,T:Rendevous at Bray,Daniel Delorme,\Und,"R:estranged friend ""Jaques"""
612,T:Rendevous at Bray,Bulle Ogier,\Und,R:Jaques' and Julien's former mistress
613,T:Rendevous at Bray,Anna Karina,\Und,R:enigmatic woman alone at Jaques' estate
614,T:Belle,JeanLuc Bideau,\Und,"R:writer ""Mathieu"""
615,T:Belle,s a,\Und,"R:writer's daughter, to be married"
616,T:Belle,Adriana Bogdan,\Und,"R:fantasy woman encountered on train ""Belle"""
617,T:Belle,s a,\Und,"R:Belle's companion, murdered in fantasy"
618,T:Belle,Daniele Delorme,\Und,RZ:wife
619,T:Met Deric Bouts,s a,\Und,R:actor depicting Christ at the last supper
620,T:Een Vrouw tussen Hond en Wolf,MarieChristine Barrault,\Und,"R:Belgium wife ""Lieve"""
621,T:Een Vrouw tussen Hond en Wolf,Rutger Hauer,\Und,"R:husband, French nationalist, collaborator"
622,T:Een Vrouw tussen Hond en Wolf,Roger vanHool,\Und,"R:French-speaking resistance leader, sheltered, Lieve's lover"
623,T:Benvenuta,Fanny Ardant,\Und,"R:fictional beautiful Swedish musician ""Benvenuta"""
624,T:Benvenuta,Mathieu Carriere,\Und,"R:writer, created Benvenuta ""Francois"""
625,T:Benvenuta,Francoise Fabian,\Und,"R:older writer ""Jeanne V."""
626,T:Benvenuta,Vittorio Gassman,\Und,"R:Benvenuta's Neapolitain lover ""Livio"""
627,T:Babel Opera,s a,\Und,"R:filmmaker, stages Don Giovanni in Belgium"
628,T:Babel Opera,Jaques Sojcher,\Und,"RZ:villain ""Don Giovanni"""
629,T:Babel Opera,Denise Debbaut,\Und,RU:
630,T:L'Oevre au Noir,GianMaria Volonte,\Und,"R:alchemist, doctor, denounced, returns ""Zeno Ligre"""
631,T:Zebrahead,Michael Rappaport,\Und,"R:nice Jewish boy, loves Nikki, puerile ""Zack"""
632,T:Zebrahead,NBushe Wright,\Und,"R:beauty ""Nikki"""
633,T:Zebrahead,DeShonn Castle,\Und,"R:rapper, Nikki's cousin ""Dee"""
634,T:Zebrahead,Paul Butler,\Und,"R:Dee's father, resents whites"
635,T:Zebrahead,Ray Sharkey,\Und,"R:Zack's father, insensitive|"
636,T:Zebrahead,Ron Johnson,\Und,"R:Nikki's new love, trouble"
637,T:Imaginary Crimes,Harvey Keitel,\Und,R:bogus mine operator
638,T:Imaginary Crimes,Fairuza Balk,\Und,R:daughter
639,T:Imaginary Crimes,Elisabeth Moss,\Und,R:daughter
640,T:Imaginary Crimes,Kelly Lynch,\Und,R:mother)
641,T:The Ghost Breaker,Wallace Reid,\Und,R:ghost buster
642,T:The Ghost Breaker,Lila Lee,\Und,R:spanish heiress
643,T:The Ghost Breaker,Walter Heirs,\Und,R:black servant
644,T:The Ghost Breaker,Arthur Edmund Carewe,\Und,RU:
645,T:The Ghost Breaker,J.Farrell MacDonald,\Und,RU:
646,T:The Ghost Breaker,Snitz Edwards,\Und,RU:
647,T:Baby Face,Barbara Stanwyck,\Und,R:seductive
648,T:Baby Face,Nat Pendleton,\Und,R:tough
649,T:Dangerous,Bette Davis,\Und,R:mother goddam
650,T:Dangerous,Franchot Tone,\Und,RU:
651,T:Dangerous,Margaret Lindsay,\Und,RU:
652,T:Dangerous,Alison Skipworth,\Und,RU:
653,T:Dangerous,John Eldridge,\Und,RU:
654,T:Dangerous,Dick Foran,\Und,RU:
655,T:The Gracie Allen Murder Case,Gracie Allen,\Und,RU:
656,T:The Gracie Allen Murder Case,Warren Williams,\Und,"R:detective ""Philo Vance"""
657,T:The Gracie Allen Murder Case,Donald McBride,\Und,RU:
658,T:The Gracie Allen Murder Case,Kent Taylor,\Und,RU:
659,T:The Gracie Allen Murder Case,Ellen drew,\Und,RU:
660,T:The Gracie Allen Murder Case,H.B. Warner,\Und,RU:
661,T:The Gracie Allen Murder Case,Horace MacMahon,\Und,RU:
662,T:The Gracie Allen Murder Case,William Demarest,\Und,RU:
663,T:The Jolson Story,Larry Parks,\Und,"R:cantor's son, becomes singer ""Al Jolson"""
664,T:The Jolson Story,Al Jolson,\Voi,"R:singer, voice only"
665,T:The Jolson Story,William Demarest,\Und,"R:mentor, partner, manager"
666,T:The Jolson Story,Evelyn Keyes,\Und,"R:wife, breaks up"
667,T:The Jolson Story,Ludwig Donath,\Und,RU:
668,T:The Jolson Story,Tamara Shayne,\Und,RU:
669,T:The Jolson Story,Bill Goodwin,\Und,RU:
670,T:The Jolson Story,Scotty Beckett,\Und,RU:
671,T:The Jolson Story,John Alexander,\Und,RU:
672,T:The Eddie Cantor Story,Keefe Brasselle,\Und,"R:singer, entertainer ""Eddie Cantor"""
673,T:The Eddie Cantor Story,Eddie Cantor,"\Cam,\Voi",R:singer
674,T:The Eddie Cantor Story,Marllyn Erskine,\Und,RU:
675,T:The Eddie Cantor Story,Aline MacMahon,\Und,RU:
676,T:The Eddie Cantor Story,Arthur Franz,\Und,RU:
677,T:The Eddie Cantor Story,Alex Gerry,\Und,RU:
678,T:The Eddie Cantor Story,Gerald Mohr,\Und,RU:
679,T:The Eddie Cantor Story,William Forrest,\Und,"R:impresario ""Zoegfeld"""
680,T:The Eddie Cantor Story,Will Rogers jr.,\Und,"R:entertainer ""Will Rogers"""
681,T:Putting Pants on Philip,Oliver Hardy,\Rul,"R:American uncle ""Piedmont"""
682,T:Putting Pants on Philip,Stan Laurel,\Inn,"R:Scotish nephew in kilt ""Philip"""
683,T:Putting Pants on Philip,s a,\Agn,R:policeman
684,T:It's the Old Army Game,W.C. Fields,\Und,RU:
685,T:It's the Old Army Game,Louise Brooks,\Und,RU:
686,T:Diamond Jim,Edward Arnold,\Und,R:fat millionaire
687,T:Diamond Jim,Jean Arthur,\Und,"R:beloved ""Lillian Russell"""
688,T:Diamond Jim,Binnie Barnes,\Und,RU:
689,T:Diamond Jim,Cesar Romero,\Und,RU:
690,T:Diamond Jim,Eric Blore,\Und,RU:
691,T:The Flying Deuces,Oliver Hardy,\Und,RU:
692,T:The Flying Deuces,Stan Laurel,\Und,RU:
693,T:The Flying Deuces,Jean Parker,\Und,RU:
694,T:The Flying Deuces,Reginald Gardiner,\Und,RU:
695,T:The Invisible Woman,John Barrymore,\Und,R:scientist
696,T:The Invisible Woman,Viriginia Bruce,\Und,"R:model, disappears"
697,T:The Invisible Woman,John Howard,\Und,R:boyfriend
698,T:The Invisible Woman,Charlie Ruggles,\Und,R:butler
699,T:The Invisible Woman,Margaret Hamilton,\Und,R:housekeeper
700,T:The Invisible Woman,Thurston Hall,\Und,"RZ:inventor, professor"
701,T:The Invisible Woman,Oscar Homolka,\Und,R:crook
702,T:The Invisible Woman,Mary Gordon,\Und,RU:
703,T:The Invisible Woman,Charles Lane,\Und,RZ:playboy
704,T:The Invisible Woman,Ed Brophy,\Und,RZ:mean boss
705,T:The Invisible Woman,Maria Montez,\Und,R:model
706,T:The Invisible Woman,Shemp Howard,\Und,RU:
707,T:The Invisible Woman,Judith Anderson,\Und,R:mean lady
708,T:One Night in the Tropics,Allan Jones,\Und,RU:
709,T:One Night in the Tropics,Nancy Kelly,\Und,R:marries
710,T:One Night in the Tropics,Bud Abbott,\Und,RU:
711,T:One Night in the Tropics,Lou Costello,\Und,RU:
712,T:One Night in the Tropics,Bob Cummings,\Und,RU:
713,T:One Night in the Tropics,Leo Carillo,\Und,RU:
714,T:One Night in the Tropics,Peggy Moran,\Und,RU:
715,T:One Night in the Tropics,Mary Boland,\Und,RU:
716,T:Follow the Boys,George Raft,\Und,RU:
717,T:Follow the Boys,Vera Zorina,\Und,RU:
718,T:Follow the Boys,Charley Grapwin,\Und,RU:
719,T:Follow the Boys,Grace MacDonald,\Und,RU:
720,T:Follow the Boys,Charles Butterworth,\Und,RU:
721,T:Follow the Boys,George Macready,\Und,RU:
722,T:Follow the Boys,Elizabeth Patterson,\Und,RU:
723,T:Follow the Boys,Orson Welles,\Cam,RU:
724,T:Follow the Boys,Marlene Dietrich,\Cam,RU:
725,T:Follow the Boys,Jeanette MacDonald,\Cam,RU:
726,T:Follow the Boys,Dinah Shore,\Cam,RU:
727,T:Follow the Boys,W.C. Fields,\Und,RU:
728,T:Follow the Boys,The Andrews~Sisters,\Cam,RU:
729,T:Follow the Boys,Sophie Tucker,\Cam,RU:
730,T:Follow the Boys,Artur Rubinstein,\Cam,RU:
731,T:Calendar,Atom Egoyan,\Und,"R:photographer, visits homeland"
732,T:Calendar,Arsinee Khanjian,\Und,"R:photographer's love, translator, falls for guide"
733,T:Calendar,Ashot Adamian,\Und,R:native guide
734,T:Exotica,Bruce Greenwood,\Und,RU:
735,T:Exotica,Mia Kirshner,\Und,RU:
736,T:Exotica,Don McKellar,\Und,RU:
737,T:Exotica,Elias Koteas,\Und,RU:
738,T:The Sweet Hereafter,Ian Holm,\Und,"R:negligence lawyer ""Mitchell Stephens"""
739,T:The Sweet Hereafter,Bruce Greenwood,\Und,"R:wary mechanic, has lost daughter in crash"
740,T:The Sweet Hereafter,Caerthan Banks,\Und,"R:lawyer's daughter, addict"
741,T:The Sweet Hereafter,Gabrielle Rose,\Und,R:bus driver
742,T:The Sweet Hereafter,Alberta Watson,\Und,R:lawyer's whiney love
743,T:The Sweet Hereafter,Sarah Polley,\Und,R:paralyzed victim
744,T:Like Water for Chocolate,Lumi Cavazos,\Und,"R:passionate, culinary sorceress ""Tita"""
745,T:Like Water for Chocolate,Marco Leonardo,\Und,R:lover
746,T:Like Water for Chocolate,Regina Torre,\Und,R:merciless mother
747,T:Like Water for Chocolate,s a,\Und,"R:older sister, married by love"
748,T:Like Water for Chocolate,s a,\Und,"R:oldest sister, becomes revolutionary ""Gertrudis"""
749,T:Like Water for Chocolate,s a,\Und,"R:doctor, loves Tita selflessly"
750,T:Like Water for Chocolate,Teodoro Bastida,\Und,R:revolutionary
751,T:Like Water for Chocolate,s a,\Und,"R:sister's daughter ""Esperanza"""
752,T:Threesome,Lara Flynn Boyle,\Und,"R:coed assigned to male dorm ""Alex"""
753,T:Threesome,Stephen Baldwin,\Und,"R:student, heterosexual"
754,T:Threesome,Josh Charles,\Und,"R:student, unsure"
755,T:The Lion in Winter,Katherine Hepburn,\Und,"R:loved. leaves ""Eleanor of Acquitaine"""
756,T:The Lion in Winter,Peter OToole,\Und,"R:king ""Henry II"""
757,T:The Lion in Winter,Anthony Hopkins,\Und,"RZ:archbishop ""Becket"""
758,T:The Lion in Winter,Jane Merrow,\Und,RU:
759,T:The Lion in Winter,John Castle,\Und,RU:
760,T:The Lion in Winter,Nigel Terry,\Und,RU:
761,T:The Lion in Winter,Timothy Dalton,\Und,RU:
762,T:Kadosh,Yael Abecassis,\Und,"R:orthodox Jewish woman, seeking freedom"
763,T:Kadosh,Meitel Barda,\Und,"R:sister, seeking freedom"
764,T:Candystripe Nurses,Candice Rialson,\Und,R:manipulative
765,T:Candystripe Nurses,Maya Rojo,\Und,R:savior
766,T:Candystripe Nurses,Carlos Judd,\Und,RZ:robbery suspect
767,T:Candystripe Nurses,Robin Mattson,\Und,"R:nice girl, falls for jock"
768,T:Candystripe Nurses,John Hudson,\Sci,RZ:doctor
769,T:Napoleon,Albert Dieudonne,\Und,"R:general, emperor"
770,T:Napoleon,Antonin Artaud,\Und,RU:
771,T:Napoleon,Pierre Batcheff,\Und,RU:
772,T:Napoleon,Conrad Veidt,\Psy,"R:marquis ""deSade"""
773,T:La Fin du Monde,Abel Gance,\Und,RU:
774,T:La Fin du Monde,Colette Darfeuil,\Und,RU:
775,T:La Fin du Monde,Sylvia Grenade,\Und,RU:
776,T:La Fin du Monde,Victor Franceen,\Und,RU:
777,T:Napoleon,Albert Dieudonne,\Und,"R:general, emperor ""Napoleon"""
778,T:Napoleon,Antonin Artaud,\Und,RU:
779,T:Napoleon,Pierre Batcheff,\Und,RU:
780,T:Austerlitz,Roland Bartrop,\Und,"R:admiral ""Horatio Nelson"""
781,T:Scampolo,Carmen Boni,\Und,"R:dwarf ""Scampolo"""
782,T:Scampolo,Lia Crithi,\Und,"RN:""Andree Bertini"""
783,T:Scampolo,Hans Junkermann,\Und,"R:count ""Bertini"""
784,T:Scampolo,Max Schreck,\Und,RU:
785,T:Scampolo,Carl Goetz,\Und,R:teacher
786,T:Scampolo,Karl Platen,\Und,RU:
